Kurt Vile,Wheelhouse
Let's Eat Grandma,From the Morning
Boy Genius,We're in Love
Amyl and the Sniffers,Westgate
Private Function,Bad Day to Be a Beer
Cable Ties,Time for You
Moody Beaches,Counting Reasons
Kee'ahn,Better Things
LCD Soundsystem,Losing My Edge
The Front Bottoms,Maps
Talking Heads,Once In A Lifetime
West Side Story,Something's Coming
Frightened Rabbit,Swim Until You Can't See Land
Holly Throsby,Now I Love Someone
Snapped Ankles,True Ecology (Shit Everywhere)
Snapped Ankles,I Want My Minutes Back
Beth Jeans Houghton & the Hooves of Destiny,Sweet Tooth Bird
Dan Deacon,Guilford Avenue Bridge
Louis Armstrong,Only You (And You Alone)
Withered Hands,Love in the Time of Ecstasy
Kate Bush,Hounds of Love
The Wedding Present,You Jane
LCD Soundsystem,North American Scum
David Byrne & St. Vincent,I Should Watch TV
Hefner,When the Angels Play Their Drum Machines
James,Sometimes
Grimes,Oblivion
Elvis,Are You Lonesome Tonight (Laughing)
Emmy the Great,Trellick Tower
Follies,The God Why-Don't-You-Love-Me Blues
The Dirtbombs,My Love For You
Elbow,Starlings
Los Compesinos!,Hello Sadness
Slow Club,Giving Up On Love
Field Music,She Can Do What She Wants
West Side Story,I Feel Pretty
The Fall,Theme from Sparta FC
Tap Tap,100,000 Thoughts
LCD Soundsystem,All My Friends
Frightened Rabbit,Old Old Fashioned
LCD Soundsystem,Pow Pow
Merrily We Roll Along,Now You Know
Cloud Control,There's Nothing In The Water We Can't Fight
Sleigh Bells,Tell â€˜Em
Howlin' Wolf,Smokestack Lightenin'
David Byrne & St. Vincent,Optimist
The Lucksmiths,Hiccup In Your Happiness
Cricket Commentary,Jonathan Agnew/Brian Johnston
The Magnetic Fields,Epitaph For My Heart
Dog Trumpet,Antisocial Tendencies
War Pigs (Black Sabbath) vs. Move Bitch (Ludacris)
Fleet Foxes,Helplessness Blues
Cloud Control,Gold Canary
The Front Bottoms,Rhode Island
The Lemonheads,Being Around
Talking Heads,This Must Be The Place
Art Brut,Modern Art
Darren Hanlon,House
Blood Sweat & Tears,You've Made Me So Very Happy
Withered Hand,Religious Songs
Hodges, James, Smith & Crawford,Nobody
The Postal Service,We Will Become Silhouettes
Comedy Central Roast of Bob Saget,Norm McDonald
The Go-Gos,We Got The Beat
Looper,The Ballad of Ray Suzuki
Stornoway,Zorbing
West Side Story,Officer Krupke
LCD Soundsystem,Movement
Kate Bush,Running Up That Hill
G. Love and Special Sauce,Cold Beverage
Sufjan Stevens,From the Mouth of Gabriel
Gavin Osborn,Charlie Brown
Glen Campbell,Wichita Lineman
Tune-Yards,Gangsta
The Grates,Trampoline
Paul Simon,50 Ways to Leave Your Love
Half Man Half Biscuit,Paintball's Coming Home
The Lucksmiths,Rue Something
Herman Dune,With a Fistful of Faith
Throwing Muses,Furious
Super Furry Animals,Fire In My Heart
Allo Darlin',Tallulah
Tasmin Archer,Sleeping Satellite
LCD Soundsystem,Dance Yrself Clean
Sleigh Bells,Rill Rill
Paul Simon,You Can Call Me Al
Adult,Helen Bach
Totally Enormous Extinct Dinosaurs,Household Goods
Bjork,Violently Happy
The Beautiful South,You Keep It All In
Darren Hayman,That's Not What She's Like
Jeffrey Lewis,Moving
Talking Heads,Take Me to the River
Kings of Convenience,I'd Rather Dance With You
Friendly Fires,Photobooth
The Guild League,Scientists
Grimes,Genesis
Ivor Cutler,I'm Happy
LCD Soundsystem,Losing My Edge
The Front Bottoms,Maps
Talking Heads,Once In A Lifetime
West Side Story,Something's Coming
Frightened Rabbit,Swim Until You Can't See Land
Holly Throsby,Now I Love Someone
Snapped Ankles,True Ecology (Shit Everywhere)
Snapped Ankles,I Want My Minutes Back
Beth Jeans Houghton & the Hooves of Destiny,Sweet Tooth Bird
Dan Deacon,Guilford Avenue Bridge
Louis Armstrong,Only You (And You Alone)
Withered Hands,Love in the Time of Ecstasy
Kate Bush,Hounds of Love
The Wedding Present,You Jane
LCD Soundsystem,North American Scum
David Byrne & St. Vincent,I Should Watch TV
Hefner,When the Angels Play Their Drum Machines
James,Sometimes
Grimes,Oblivion
Elvis,Are You Lonesome Tonight (Laughing)
Emmy the Great,Trellick Tower
Follies,The God Why-Don't-You-Love-Me Blues
The Dirtbombs,My Love For You
Elbow,Starlings
Los Compesinos!,Hello Sadness
Slow Club,Giving Up On Love
Field Music,She Can Do What She Wants
West Side Story,I Feel Pretty
The Fall,Theme from Sparta FC
Tap Tap,100,000 Thoughts
LCD Soundsystem,All My Friends
tUnE-yArDs,My Country
I Am Kloot,Bigger Wheels
Eels,Peach Blossom
The Kinks,Lola (live)
Emmy the Great,The Easter Parade
Yeasayer,Fingers Never Bleed
The Mountain Goats,Heretic Pride
Kings of Convenience,Toxic Girl
Amateur Best,Pleased
The Lucksmiths,How We Met
Prinzhorn Dance School,Happy In Bits
Johnny Cash,The First Time Ever I Saw Your Face
The Stranglers,Peaches
Art Brut,Emily Kane
Sky Larkin,Year Dot
Blood, Sweat & Tears,Spinng Wheel
The Front Bottoms,Looking Like You Just Woke Up
REM,Nightswimming
Grimes,Genesis
Super Furry Animals,Northern Lites
Joanna Newsom,Bridges & Balloons
Deacon Blue,Love and Regret
I'm From Barcelona,Charlie Parker
The Magnetic Fields,I Don't Believe You
LCD Soundsystem,Drunk Girls
Holly Throsby,Things Between People
Pulp,A Little Soul
Iggy Pop,I Wanna Be Your Dog
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Joe Gideon & the Shark,Snake Candy
Veronica Falls,Tell Me
Bonne Prince Billy/Dawn McCarthy,Poems, Prayers and Promises
Pere Ubu,Musicians Are Scum
Best Coast,Boyfriend
Nick Cave & the Bad Seeds,Wide Lovely Eyes
Pulp,Something Changed
Darren Hanlon,The Last Night of Not Knowing You
Doldrums,She Is The Wave
Wicked,Defying Gravity
REM,Losing My Religion
Benjamin Shaw,The Birds Chirp and the Sun Shines
The Revival Hour,Control
VCMG,Lowly
Mountain Goats,No Children
LCD Soundsystem,Time To Get Away
Guillemots,Made Up Love Song #43
Dogbowl,Going Out On A Date (With A Girl That You Like)
Dogbowl,Hello Hellen
Sir Mix-A-Lot,Baby Got Back
Four Tet,As Serious As Your Life
Hefner,When The Angels Play Their Drum Machines
Talking Heads,Cities
R. Kelly,Ignition (Remix)
Matmos,Mental Radio
The Postal Service,Such Great Heights
The Reindeer Section,Your Sweet Voice
Vampire Weekend,Cousins
Darwin Deez,Chelsea's Hotel
Darren Hanlon,The People Who Wave at Trains
Magnetic Fields,Nothing Matters When We're Dancing
Ian Dury & the Blockheads,Spasticus Autisticus
Dan le Sac Vs Scroobius Pip,The Beat That My Heart Skipped
King Krule,Bleak Bake
White Stripes,I Want to Be the Boy
Sleigh Bells,Riot Rhythm
Josiah Wolf,Master Cleanse (California)
Suede,Animal Nitrate
Holly Throsby,Heart Divided
Cloud Control,This Is What I Said
The Lucksmiths,Great Lengths
Jeffrey Lewis,To Be Objectified
LCD Soundsystem,Beat Connection
Sufjan Stevens,Chicago
EMA,Breakfast
Withered Hand,Cornflake
EMF,Perfect Day
The Weepies,Painting By Chagall
Simon and Garfunkel,For Emily, Whenever I May Find Her
Tu Fawning,Blood Stains
Gavin Osborn,FM 2030
The Wonder Stuff,Don't Let Me Down, Gently
the xx,VCR (Four tet Remix)
Nirvana,Territorial Pissings
SinÃ©ad O'Connor,The Emperor's New Clothes
BjÃ¶rk,Big Time Sensuality
MJ Hibbett & The Validators,Better Things to Do
Ballboy,I Lost You, but I Found Country Music
Ian Dury and the Blockheads,Clever Trevor
Liars,A Ring on Every Finger
Joe Gideon & The Shark,Kathy Ray
Art Brut,My Little Brother
Arctic Monkeys,Fake Tales of San Francisco
The Magnetic Fields,The Luckiest Guy on the Lower East Side
Architecture in Helsinki,Do the Whirlwind
Bobby Darin,Beyond the Sea
Beth Jeans Houghton,Humble Digs
Cloud Control,Just For Now
Arrested Development,People Every Day
Beastie Boys,Get it Together
Cat Stevens,Matthew and Sons
LCD Soundsystem,Give It Up
The Clash,Should I Stay or Should I Go
The Avalanches,Since I Left You (partial)
Kings of Convenience,Homesick
The Guild League,Citronella
Iron & Wine,Each Coming Night
Eels,Souljacker Part I
Alan Bennett Diaries,What I Did in 2004, 18 of May
The Lucksmiths,How We Met
The Streets,Let's Push Things Forward
The Lovely Eggs,Fuck It
Simon and Garfunkel,A Poem on the Underground Wall
Modest Mouse,One Chance
Rufus Wainwright,My Phone's on Vibrate for You
Alan Bennett Diaries,What I Did in 2004, 26 of May
YACHT,I Believe in You
Kate Bush,Hands of Love
Entire Cities,Coffee
Friendly Fires,Jump in the Pool
LCD Soundsystem,Losing My Edge
Darren Hanlon feat. Shelley Short,We All Cope In Different Ways 
Haiku Hands,Fashion Model Art 
Idles,Never Fight A Man With A Perm 
Jeffrey Lewis,Take It For Granted 
Iron & Wine,The Trapeze Swinger 
Daniel Blumberg,Sidestep Summer 
Iron & Wine & Bridwell,This Must Be The Place 
LCD Soundsystem,Thrills 
Dan Deacon,When I Was Done Dying 
Simon & Garfunkel,Cecilia 
David Byrne,Everybody's Coming To My House
Momus,Working from Home
Iron & Wine,Naked as We Came
The Tallest Man on Earth,My Dear
Darren Hanlon,All These Things
Cornershop,England is a Garden
Super Furry Animals,The Teacher
Stornaway,Zorbing
Ben Folds,Learn To Live With What You Are
King Creosote & Jon Hopkins,John Taylor's Month Away
Lizzo,Ain't I
Yard Act,Fixer Upper
Courtney Barnett,Depreston
Darren Hanlon,House
Dream Wife,So When You Gonna...
The Beta Band,Dry The Rain 
Haiku Hands,Not About You
Anna Meredith,Nautilus
John Grant,Voodoo Doll
Nadine Shah,Club Cougar
Melt Yourself Down,Every Single Day
Yard Act,The Trapper's Pelts
Man & The Echo,A Capable Man
IDLES,Grounds
Terence Trent D'Arby,Sign Your Name
The Grates,Inside Outside
St. Vincent,Masseduction
Talking Heads,Once In A Lifetime
Nadine Shah,Ladies for Babies
Petula Clark,Downtown
Holly Herndon,Eternal
Peaches,Solid Gold, Easy Action
Martha Hill,Grilled Cheese
Family Selection Box,Here Comes The Wave
Hen Ogledd,Trouble
Haley Heynderickx,Oom Sha La La
The Grates,Inside Outside
Bonnie "Prince" Billy,I See A Darkness
Louden Wainwright III,You Rascal You (I'll Be Glad When You're Dead)
PJ Harvey,Dress (Demo)
Black Pumas,Fire
Man & The Echo,I Don't Give A Fuck What You Reckon
Death Cab for Cutie,I Dreamt We Spoke Again
Kings of Convenience,Love Is No Big Truth
Villagers,Again
Richard Dawson,Jogging
Peaches,Dick In The Air
Childish Gambino,This Is America
Ron Tutt,Drum Improvisation
Darren Hayman,I Tried And I Tried And I Failed 
Lucksmiths,T-Shirt Weather 
LCD Soundsystem,North American Scum 
Charlotte AdigÃ©ry,High Lights  
Dream Wife,Let's Make Out 
Idles,Well Done 
Daniel Blumberg,Bound 
KOKOKO!,Tokoliana 
Jeffrey Lewis & Voltage,LPs 
Heavy Lungs,(A Bit Of A) Birthday 
The Magnetic Fields,My Stupid Boyfriend 
Battles feat. Sal Principato,Titanium 2 Step 
Tullycraft,Midi Midinette 
Connie Converse,Roving Roman 
Sons Of Kemet,The Long Night Of Octavia E Butler
Peter Gabriel,Sledgehammer
Emmy the Great,Mary
Wye Oak,AEIOU
Lizzo,Boys
Janelle MonÃ¡e,Make Me Feel
Another Sky,How Long?
Nina Simone,My Baby Just Cares For Me
Jeffrey Lewis & The Junkyard,To Be Objectified
Simon & Garfunkel,A Poem On The Underground Wall
Melt Yourself Down,This Is The Squeeze
Anna Meredith,Killjoy
Shearwater,Natural One
Pretenders,Brass In Pocket
Gavin Osborn,FM2030
The Vines,Get Free
The Smashing Pumpkins,Rhinoceros
Stornoway,Zorbing
Pixies,Hey
Super Furry Animals,The Teacher
Iron & Wine,Naked as We Came
Diagrams,Tall Buildings
David Byrne & St. Vincent,I Should Watch TV
Inspiral Carpets,Saturn 5
Cornershop,England Is A Garden
Sal Principato,Titanium 2 Step
Darren Hanlon,All These Things
Kings of Convenience,The Weight of My Words
James,Sometimes
The Tallest Man On Earth,My Dear
You Am I,I Live Under the Flightpath
Huw M,Worried Now Won't Be Worried Long
The Boy Least Likely To,Be Gentle With Me
IDLES,Model Village
Four Tet,As Serious As Your Life
Clarence Carter,I'm Just A Prisoner (of Your Good Lovin')
Dolly Parton,9 to 5
Peaches feat. Feist,I Mean Something
Momus,Other Music
Holly Throsby,It's Only Need
LCD Soundsystem,Losing My Edge
HeCTA,Sympathy for the Auto Industry
The Lemonheads,It's About Time
Eels,Baby Let's Make It Real
My Latest Novel,The Reputation of Ross Francis
Architecture in Helsinki,Do The Whirlwind
Noah and the Whale,Blue Skies
I Am Kloot,To You
Automatic,Mind Your Own Business
The Postal Service,Brand New Colony
Villagers,Love Came With All That It Brings
Richard Hawley,Baby You're My Light
Doves,There Goes The Fear
Yo La Tengo,Our Way To Fall
Sufjan Stevens,Chicago
Deerhoof,Life Is Suffering
John Grant,Black Belt
Joan As Police Woman,Let It Be
LCD Soundsystem,Movement
Cloud Control,Gold Canary
David Byrne,Doing The Right Thing
Super Furry Animals,Hermann Loves Pauline
SAULT,Up All Night
Billy Nomates,No
Withered Hand,Religious Songs
Squid,Houseplants
Sun Kil Moon,This Is Not Possible
Dry Cleaning,Jam After School
The Field,Everybody's Got To Learn Sometime
Bright Eyes feat. Nick Zin,Hit The Switch
Kimya Dawson,So Nice So Smart
Regina Spektor,Fidelity
Momus,Ten Foot Hut
Fiona Apple,Fetch The Bolt Cutters
Clarence Carter,Patches
Field Music,Coffee or Wine
Slow Club,It Doesn't Have To Be Beautiful
Terence Trent D'arby,Dance Little Sister
Deerful,Loop
Gil Sott-Heron,The Revolution Will Not Be Televised
Emmy the Great,Algorithm
Pikelet,The Neighbour's Grass
Nadine Shah,Dillydally
Donald Byrd,You and the Music
Richard Dawson,Dead Dog in an Alleyway
Van Morrison,Brown-Eye Girl
Frightened Rabbit,Swim Until You Can't See Land
Dry Cleaning,Magic of Meghan
The Front Bottoms,Maps
Cut Copy,Running In The Grass
Sneaks,Faith
Dirty Projectors,Holy Mackerel
Blumfeld,VerstÃ¤rker
Tame Impala,Is It True (Four Tet Remix)
SAULT,Black
The Front Bottoms,new song d
The Still Brothers,The Deep
Pikelet,Harder Heart, Harder
I Am Kloot,Storm Warning
Chicks on Speed,We Don't Play Guitars
LCD Soundsystem,Dance Yrself Clean
Gavin Osborn,I Think It's Gonna Be Alright
David Byrne,It's Not Dark Up Here
David Byrne,Bullet
Darren Hanlon,Elbows
John Grant,Voodoo Doll
Melt Yourself Down,Every Single Day
Jim Bob,KIDSTRIKE!
Gavin Osborn,Contender
Momus,Working from Home
Iron & Wine,Naked as We Came
The Tallest Man on Earth,My Dear
Darren Hanlon,All These Things
Cornershop,England is a Garden
Super Furry Animals,The Teacher
Stornaway,Zorbing
Ben Folds,Learn To Live With What You Are
Noah and the Whale,Love Of An Orchestra
David Byrne & St. Vincent,Weekend In The Dust
Arctic Monkeys,Riot Van
LCD Soundsystem,Disco Infiltrator
The Beatles,Drive My Car
Stephen Sondheim,Merrily We Roll Along
David Byrne & St. Vincent,Lazarus
The Lemonheads,Rest Assured
Stephen Merritt,One April Day
Get Cape. Wear Cape. Fly,An Oak Tree
Noah and the Whale,Love Of An Orchestra
Jens Lekman,The Opposite of Hallelujah
Richard Dawson,Nothing Important
Yo La Tengo,Our Way to Fall
Suburban Kids with Biblical Names,Noodles
Ben Folds,Bitches Ain't Shit
Jack Ladder,The Advice of Strangers
Regina Spektor,Us
Modest Mouse,The Good Times Are Killing Me
R. Kelly,Ignition,Remix
Nellie McKay,David
Ivor Cutler,Life in a Scotch Sitting Room
The Divine Comedy,The Pop Singer's Fear of The Pollen Count
Iron & Wine,Such Great Heights
Rilo Kiley,Portions for Foxes
Fionn Regan,Put a Penny in the Slot
Tom Waits,World Keeps Turning
My Latest Novel,The Reputation Of Ross Francis
Alasdair Roberts,Riddle Me This
Gladys Knight & the Pips,Midnight Train to Georgia
Field Music,You're Not Supposed To
Barenaked Ladies,Be My Yoko Ono
Robert Gomez,The Same Sad Song
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
The Squid and the Whale Soundtrack,Figure 8
The Moldy Peaches,I Wanna Be a Hulkamaniac
Hunters & Collectors,Throw Your Arms Around Me
Split Enz,Late Last Night
The Lucksmiths,The Great Dividing Range
Art Brut,I Found This Song In The Road
Ben Kweller,How It Should B (Sha Sha)
Sufjan Stevens,Adlai Stevenson
Jack Ladder,2 Clocks
Tim Oxley,Love Desperado
Belle and Sebastian,Sleep the Clock Around
Aimee Mann,One
Aimee Mann,Wise Up
They Might Be Giants,Istanbul (Not Constantinople)
Malcolm Middleton,We're All Going to Die
Rick Springfield,Jessie's Girl
Modest Mouse,The World at Large
Stephen Malkmus,Jenny and the Ess-Dog
Ben Folds,Rent a Cop
Super Furry Animals,Fire in My Heart
Arcade Fire,Rebellion
Art Brut,Emily Kane
The Reindeer Section,Cartwheels
Modern Giant,Angie Hart
Kings of Convenience,Toxic Girl
Pixies,Gigantic
Simon and Garfunkel,Me and Julio Down by the Schoolyard
The Beastie Boys,Sabotage
Kings of Convenience,Winning A Battle, Losing the War
Doves,Pounding
Kings of Convenience,Surprise Ice
Pulp,Weeds
Howe Gelb,Get to Leave
Ballboy,I Lost You, But I Found Country Music (only the beginning)
Carter the Unstoppable Sex Machine,Bloodsport for All
Ballboy,I Lost You but I Found Country Music (in full)
Ballboy,Sex Is Boring
The Guild League,Animals
Johnny Cash,In My Life
Sparklehorse,It's a Wonderful Life
The Ladybug Transistor,Choking on Air
Daniel Patrick Quinn,Nine Standards Rigg
Simon & Garfunkel,He Was My Brother
Joanna Newsom,Bridges and Balloons
Blur,To the End (La Comedie)
The Housemartins,Caravan of Love
The Reindeer Section,Whodunnit
Radiohead,Thinking About You
Ben Folds Five,Eddie Walker
Regina Spektor,Us
Jeffrey Lewis,The East River
Billy Bragg,Shirley
The Magnetic Fields,Absolutely Cuckoo
Blur,Black Book
Arctic Monkeys,Fake Tales of San Francisco
John Cale,Paris 1919
Aretha Franklin,I Say a Little Prayer
One Chance,Modest Mouse
Belle and Sebastian,Electronic Renaissance
Rilo Kiley,Portions for Foxes
Ben Folds,Fred Jones, Pt. 2
The Montgolfier Brothers,Pro-Celebrity Standing Around
The Beatles,Elanor Rigby (karaoke version)
Sufjan Stevens,Concerning the UFO Sighting Near Highland, Illinois
The Housemartins,The People Who Grinned Themselves to Death
The Divine Comedy,Tonight We Fly
Blur,Tracy Jack
Misty's Big Adventure,I Am Cool with a Capital C
Eels,I Like Birds
The Beatles,Run For Your Life
They Might Be Giants,Bangs
The Flaming Lips,Yoshimi Battles the Pink Robots
Pixies,La La Love You
Iron & Wine,Naked as We Came
Ben Folds,Rent a Cop
The La's,There She Goes
Hoagy Carmichael,Hong Kong Blues
Half Man Half Biscuit,Paintball's Coming Home
Sufjan Stevens,The Tallest Man, the Broadest Shoulders
The Good Times Are Killing Me,Modest Mouse
Field Music,You're Not Supposed To
The Guild League,The Storm
Kimya Dawson & Jeffrey Lewis,Klutter
Stephen Malkmus,Jenny and the Ess-Dog
Rilo Kiley,Portions for Foxes
Cody Chesnutt,5 on a Joyride
Pulp,Babies
Yo La Tengo,Our Way to Fall
Michel Legrand,The Windmills Of Your Mind
I'm from Barcelona,We're from Barcelona
Simon and Garfunkel,America
Nirvana,In Bloom
The Free Design,Love You
Ben Folds,Bitches Ain't Shit
Bugsy Malone Soundtrack,You Give a Little Love
Ivor Cutler,Life in a Scotch Sitting Room
Bill Callahan,Footprints
The Housemartins,The People Who Grinned Themselves to Death
Color Me Badd,I Wanna Sex You Up
Iron & Wine,The Trapeze Swinger
Sufjan Stevens,Decatur, Or, Round of Applause for Your Stepmother!
Beck,Everybody's Got to Learn Sometime
Barenaked Ladies,Something You'll Never Find
Dog Trumpet,Quiet Night
Eels,It's a Motherfucker
Iron & Wine,Passing Afternoon
William Shatner and Ben Folds,That's Me Trying
Randy Newman,Marie
Darren Hanlon,The Last Night of Not Knowing You
Rufus Wainwright,14th Street
Belle and Sebastien,The Fox in the Snow
The Divine Comedy,Lost Property
Barenaked Ladies,Lovers in a Dangerous Time
Gavin Bryars,Jesus' Blood Never Failed Me Yet
Al Bowlly,Guilty (from the Amelie soundtrack) 
Modern Giant,Heartbeat
Blur,Tracy Jacks
Art Brut,Emily Kane
The Beatles,Run for Your Life
The Housemartins,Caravan of Love
Arctic Monkeys,Bigger Boys and Stolen Sweethearts
The Lucksmiths,Sunlight in a Jar
Liz Phair,Fuck and Run
Modest Mouse,Float On
Hartley Goldstein,A Love Song for Annie Hall
Pulp,Weeds
Eels,I Like Birds
Malcolm Middleton,We're All Going To Die
Aberfeldy,Tie One On
The Stone Roses,How Do You Sleep
Brasil '88 and SÃ©rgio Mendes,Waters of March
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
Ivor Cutler,Life in a Scotch Sitting Room, vol. 2, episode 1
Modest Mouse,One Chance
Malcolm Middleton,We're All Going To Die
Art Brut,Modern Art
Regina Spektor,Us
Muddy Waters,Can't Get No Grindin' (What's The Matter With The Meal)
Regina Spektor,The Flowers
Herbie Hancock,Chameleon
Field Music,Trying to Sit Out
Alasdair Roberts,Riddle Me This
Ben Folds,Rockin' the Suburbs
Bobby Darin,Beyond the Sea
Bright Eyes,Hot Knives
Odetta,The Gallows Pole
David Bromberg,It Takes A Lot to Laugh It Takes a Train to Cry
Tripod,King Kong
Ben Folds,All U Can Eat
Small Faces,I'm Only Dreaming
Rilo Kiley,Portions for Foxes
Simon & Garfunkel,America
Creedence Clearwater Revival,Wrote a Song for Everyone
Sufjan Stevens,The Avalanche
The Guild League,Animals
Modest Mouse,Bukowski
Grateful Dead,Sugar Magnolia
The Divine Comedy,Our Mutual Friend
Sir Mix-a-Lot,Baby Got Back
Iron & Wine,Naked as We Came
Ryan Adams,Night Birds
In My Life,Johnny Cash
Modern Giant,Angie Hart
The Moldy Peaches,I Wanna Be a Hulkamaniac
Pulp,Babies
The Flaming Lips,Yoshimi Battles the Pink Robots 
Nick Drake,Rider on the Wheel
Fred Astereo,Sleepytown
Simon & Garfunkel,He Was My Brother
Tom Waits,Little Trip to Heaven
The Lucksmiths,Sunlight in a Jar
Longpigs,She Said
The Grates,19-20-20
Radio 4,Dance to the Underground
Darren Hanlon,Hold On
Tom Waits,Lord I've Been Changed
Misty's Big Adventure,I Am Cool with a Capital C
Arctic Monkeys,D is for Dangerous
Jack Ladder,Black Hole Blues
Julian Nation,All the Capital Cities Names
Julian Nation,Lost Swedish Pen Pals
Jeffrey Lewis,Back When I Was 4
Jai James,Butterfly Song
Pulp,A Little Soul
Color Me Badd,I Wanna Sex You Up
Queen,Bicycle Race
Kimya Dawson,My Heroes
The Divine Comedy,Our Mutual Friend
Dog Trumpet,Two Blue Birds
The Reindeer Section,Whodunnit
Lloyd Cole,Are You Ready to Be Heartbroken?
Looper,Festival â€˜95
The Lucksmiths,All the Recipes I've Ever Ruined
Petula Clark,Downtown
Modest Mouse,The Good Times Are Killing Me
Darren Hanlon,Elbows
Ben Folds Five,Eddie Walker
Half Man Half Biscuit,Paintball's Coming Home
Bright Eyes,Four Winds
Kings of Convenience,Surprise Ice
Ben Folds,Learn to Live with What You Are
Pixies,La La Love You
Belle and Sebastien,Electronic Renaissance
The Streets,Let's Push Things Forward
Fred Astereo,Sleepytown
Kingmaker,Armchair Anarchist
Field Music,Can You See Anything
The Zombies,The Way I Feel Inside
Sufjan Stevens,Springfield, or Bobby Got a Shadfly Caught in His Hair
The Carpenters,(They Long to Be) Close to You
Songs for the Young at Heart (Told By Jarvis Cocker),The Lion And Albert
The Divine Comedy,Tonight We Fly
SoftLightes,The Ballad of Theo & June
Dog Trumpet,Once Too Often
Gene,London, Can You Wait
Architecture in Helsinki,Do the Whirlwind
The Flaming Lips,Race for the Prize
Modest Mouse,We've Got Everything
The Magnetic Fields,The Luckiest Guy on the Lower East Side
The Moldy Peaches,Steak for Chicken
Phoenix,Lost and Found
Nick Drake,Rider on the Wheel
They Might Be Giants,Ana Ng
Pulp,Babies
My Latest Novel,The Reputation Of Ross Francis
Ben Folds Five,Underground
Darren Hanlon,Elbows
Ballboy,Sex Is Boring
Andrew Bird,Heretics
Barenaked Ladies,Lovers in a Dangerous Time
Final Fantasy,This Is the Dream of Wine & Regine
Belle and Sebastien,Sleep the Clock Around
Joanna Newsom,Clam, Crab, Cockle, Cowrie
Aaron Martin,The Ducks Are Just Sleeping
The Divine Comedy,Tonight We Fly
of Montreal,Gronlandic Edit
Modest Mouse,Fire It Up
Blur,Colours
Julian Nation,1992
The Lemonheads,Into Your Arms
Smudge,Scary Cassettes
Ben Folds,Not the Same
Arctic Monkeys,Balaclava
Clifford T. Ward,Home Thoughts from Abroad
DJ Jazzy Jeff & the Fresh Prince,Boom! Shake the Room
Eels,It's a Motherfucker
Calamity,Hysteria
Shirley Collins,Hares on the Mountain
David Kilgour,BBC World
Mitch Hedberg
Little Wings,Boom!
My Latest Novel,Pretty in a Panic
Tracey Thorn,Here it Comes Again
Hanne Hukkelberg,Balloon
C.W. Stoneking,Don't Go Dancin' Down the Darktown Strutter's Ball
The Reindeer Section,Your Sweet Voice
The Blow,Pile of Gold
Shelley DuVall,He Needs Me (from the Punch Drunk Love Soundtrack)
Field Music,She Can Do What She Wants
Modern Giant,Angie Hart
Frente!,The Destroyer
Little Wings,Under Your Blanket
Gene Pitney,Only Love Can Break a Heart
Steve Burns,>1
Jake Thackory,Sophie
There Might Be Giants,Bangs
Sebastien Schuller,1978
Sufjan Stevens,The Avalanche
William Shatner,Has Been
Kings of Convenience,I Don't Know What I Can Save You From
Darren Hanlon,Notes on Leaving
Clip from A Few Good Men
Al Bowlly,Guilty (from the Amelie Soundtrack)
Yo La Tengo,Our Way to Fall
Ben Folds Five,She Don't Use Jelly
Kristin Hersh,Uncle June and Aunt Kiyoti
Pixies,Gigantic
Jeffrey Lewis,Williamsburg Will Oldham Horror
The Postal Service,Such Great Heights
Herman DÃ¼ne,With a Fistful of Faith
The Lucksmiths ,Dignified and Old
The Divine Comedy,Sunrise
The Bedroom Philosopher,The Happiest Boy
Arctic Monkeys,Red Light Indicates Doors Are Secured
Destination Moon,Wooden Girl Meets Metal Boy
Kate Nash,Foundations
Jens Lekman,And I Remember Every Kiss
Kanye West,Gold Digger
Tunng,Bullets
The Guild League,Scientists
Regina Spektor,Fidelity
The Real Tuesday Weld,The Day Before You Came
Sufjan Stevens,Decatur, or, Round of Applause for Your Step-Mother!
The Bank Holidays,The Voice I Hear When I'm Alone
The Lucksmiths,Fear of Rollercoasters
Simple Minds,Don't You (Forget About Me)
Les Savy Fav,Pots & Pans
Ben Folds,Rockstar
Blur,Jubilee
Darren Hanlon,The People Who Wave at Trains
Juliana Hatfield,My Sister
Flight of the Conchords,Bus Driver's Song
Scout Niblett,Let Thine Heart Be Warmed (partial) 
A Most Ordinary Set of Events,Tim Rogers
The Postal Service,The District Sleeps Alone Tonight
The Retro Spankees,Out Like One
Half Man Half Biscuit,Paintball's Coming Home
Kay Starr,Stars Fell on Alabama
Jeremy Warmsley,I Believe in The Way You Move
Adam Sandler,The Hypnotist (partial)
M. Ward,To Go Home
Fred Astereo,Don't Break My Heart
Ned Collette,Forty Children
Ballboy,A Europewide Search for Love
Kimya Dawson,Being Cool
Cherry Ghost,People Help the People
The Lucksmiths,The Great Dividing Range
Holly Throsby,One of You for Me
The Divine Comedy,The Plough
Whitley,A Shot to The Stars
The Guild League,The Storm
The Postal Service,We Will Become Silhouettes
Tom Paxton,The Last Thing on My Mind
Iron & Wine,Naked as We Came
Beirut,Flying Club Cup
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Nick Cave,Into My Arms
Eels,I Want to Protect You
Kate Nash,Foundations
